round,client,update_norm,sent_update_norm,scale_ratio
1,0,0.07784449218989994,0.07784449218989994,1.0
1,1,2.6990928781886505,2.6990928781886505,1.0
1,2,3.163313211001688,3.163313211001688,1.0
1,3,0.040985422524449276,0.040985422524449276,1.0
1,4,1.254204618406763,1.254204618406763,1.0
2,0,0.13179509283185686,0.13179509283185686,1.0
2,1,1.778641289115092,1.778641289115092,1.0
2,2,1.842540473153221,1.842540473153221,1.0
2,3,0.09653979339845142,0.09653979339845142,1.0
2,4,1.0737286331761315,1.0737286331761315,1.0
3,0,0.10301666854938064,0.10301666854938064,1.0
3,1,1.3135227102305433,1.3135227102305433,1.0
3,2,1.2462043564620957,1.2462043564620957,1.0
3,3,0.11389286863673836,0.11389286863673836,1.0
3,4,1.021722699185419,1.021722699185419,1.0
4,0,0.09798738287634348,0.09798738287634348,1.0
4,1,1.0763974132275331,1.0763974132275331,1.0
4,2,0.9776510441443621,0.9776510441443621,1.0
4,3,0.10747227865127137,0.10747227865127137,1.0
4,4,0.9736061729777462,0.9736061729777462,1.0
5,0,0.09915807322108028,0.09915807322108028,1.0
5,1,0.9418025186253636,0.9418025186253636,1.0
5,2,0.8553840288894449,0.8553840288894449,1.0
5,3,0.08743056521802206,0.08743056521802206,1.0
5,4,0.92274355369764,0.92274355369764,1.0
6,0,0.09356291595373793,0.09356291595373793,1.0
6,1,0.8528284548357888,0.8528284548357888,1.0
6,2,0.782791919779817,0.782791919779817,1.0
6,3,0.06818131229255206,0.06818131229255206,1.0
6,4,0.8854536390997312,0.8854536390997312,1.0
7,0,0.09758056383006562,0.09758056383006562,1.0
7,1,0.7976926160211052,0.7976926160211052,1.0
7,2,0.7414296269457238,0.7414296269457238,1.0
7,3,0.06011771937677811,0.06011771937677811,1.0
7,4,0.8592790373807851,0.8592790373807851,1.0
8,0,0.08394001058792604,0.08394001058792604,1.0
8,1,0.7636114297199358,0.7636114297199358,1.0
8,2,0.7054153249092638,0.7054153249092638,1.0
8,3,0.055090795490675054,0.055090795490675054,1.0
8,4,0.835977778041407,0.835977778041407,1.0
9,0,0.08315628283223292,0.08315628283223292,1.0
9,1,0.7416274559793014,0.7416274559793014,1.0
9,2,0.6903752752914348,0.6903752752914348,1.0
9,3,0.05272125110159441,0.05272125110159441,1.0
9,4,0.8077884661979323,0.8077884661979323,1.0
10,0,0.08542203820960775,0.08542203820960775,1.0
10,1,0.7030626803904985,0.7030626803904985,1.0
10,2,0.6721050731212143,0.6721050731212143,1.0
10,3,0.046397849713327624,0.046397849713327624,1.0
10,4,0.7863278981813507,0.7863278981813507,1.0
