round,clean_loss,clean_accuracy_percent,asr_percent
1,1.8403937297821045,37.13,5.376940133037694
2,1.4183447055816651,53.7,3.1707317073170733
3,1.1306684131622315,60.77,1.862527716186253
4,0.9227323258399963,67.42,1.5742793791574279
5,0.7693727789878845,74.37,1.507760532150776
6,0.6618650606155395,78.42,1.3303769401330376
7,0.600524844121933,80.56,1.097560975609756
8,0.5504536952018738,82.93,1.0310421286031042
9,0.513543495440483,84.57000000000001,0.9977827050997782
10,0.4865159676551819,85.38,0.9312638580931265
