round,client,update_norm,sent_update_norm,scale_ratio
1,0,2.091309524064499,20.91309526313196,10.000000010752577
1,1,1.9203759177874384,1.9203759177874384,1.0
1,2,2.113816914871285,2.113816914871285,1.0
1,3,2.064422140880596,2.064422140880596,1.0
1,4,2.1208953935973893,2.1208953935973893,1.0
2,0,0.7593773981161696,7.593773972889372,9.99999998910644
2,1,1.8696573661304332,1.8696573661304332,1.0
2,2,1.7835684923461026,1.7835684923461026,1.0
2,3,1.8092109879428033,1.8092109879428033,1.0
2,4,1.8031562691500864,1.8031562691500864,1.0
3,0,1.2375459377288356,12.375459347062984,9.999999975576364
3,1,1.2602904488637738,1.2602904488637738,1.0
3,2,1.3523573989050508,1.3523573989050508,1.0
3,3,1.386303964245041,1.386303964245041,1.0
3,4,1.2049217239912975,1.2049217239912975,1.0
4,0,0.9309913465424826,9.309913468981142,10.000000003819924
4,1,2.215294217022783,2.215294217022783,1.0
4,2,1.346546896886506,1.346546896886506,1.0
4,3,1.558830892088299,1.558830892088299,1.0
4,4,2.2771539800319083,2.2771539800319083,1.0
5,0,1.2762911938959474,12.762911941955709,10.000000002347612
5,1,1.2497858725445055,1.2497858725445055,1.0
5,2,1.3158558826008657,1.3158558826008657,1.0
5,3,1.0707864259479514,1.0707864259479514,1.0
5,4,1.1898936231560087,1.1898936231560087,1.0
6,0,1.512618892885422,15.126188937377664,10.000000005634892
6,1,1.8601370138979876,1.8601370138979876,1.0
6,2,1.9282159153090657,1.9282159153090657,1.0
6,3,2.1983896341994926,2.1983896341994926,1.0
6,4,1.6206029685323964,1.6206029685323964,1.0
7,0,2.131042555063729,21.310425544716317,9.99999999722156
7,1,1.892319872220699,1.892319872220699,1.0
7,2,1.9899348424380634,1.9899348424380634,1.0
7,3,1.2508040760132837,1.2508040760132837,1.0
7,4,1.6982995541859316,1.6982995541859316,1.0
8,0,1.913405342044634,19.134053368182027,9.999999972685185
8,1,2.347603066899863,2.347603066899863,1.0
8,2,2.335381558790037,2.335381558790037,1.0
8,3,2.6399866352249166,2.6399866352249166,1.0
8,4,2.05123297124785,2.05123297124785,1.0
9,0,1.7189774243878688,17.189774288814416,10.000000026140965
9,1,1.520574344510599,1.520574344510599,1.0
9,2,1.6352851959156451,1.6352851959156451,1.0
9,3,1.2624303627272628,1.2624303627272628,1.0
9,4,1.4398419616182956,1.4398419616182956,1.0
10,0,1.6244983191529958,16.244983172225805,9.999999988116853
10,1,1.90624428281452,1.90624428281452,1.0
10,2,1.9076751980853457,1.9076751980853457,1.0
10,3,2.175912583744948,2.175912583744948,1.0
10,4,1.7480805731463114,1.7480805731463114,1.0
