round,loss,accuracy
1,1.4173618198394775,0.7132
2,0.8025550316810608,0.8246
3,0.5863987505912781,0.8625
4,0.4900013456106186,0.8795
5,0.43742266454696654,0.8879
6,0.4029847151041031,0.8952
7,0.3819215444087982,0.8976
8,0.36323975545167925,0.9018
9,0.35125650728344915,0.9052
10,0.3407019311070442,0.907
