round,loss,accuracy
1,1.234179190826416,0.8076
2,0.6825566300868988,0.856
3,0.5191435739517212,0.8757
4,0.4452363746881485,0.8876
5,0.40343008420467374,0.8938
6,0.3762288387656212,0.8976
7,0.35751396123170853,0.9004
8,0.342525184994936,0.9047
9,0.33121567798256873,0.9078
10,0.3217307507157326,0.9085
