round,loss,accuracy
1,1.6549804725646973,0.4808
2,1.1669849575042726,0.5854
3,0.8802857227325439,0.7122
4,0.7073798235893249,0.7901
5,0.611495521736145,0.8219
6,0.5464571717739105,0.8432
7,0.5064214447021484,0.8544
8,0.46900785014629365,0.8666
9,0.45180875189304354,0.8705
10,0.43100618171691896,0.8784
