round,loss,accuracy
1,1.6738799551010133,0.3669
2,1.1605012386322022,0.6035
3,0.9145973868370056,0.7049
4,0.7566417258739472,0.7398
5,0.6407695362091065,0.7745
6,0.5759986842632294,0.8005
7,0.5528733494758606,0.8093
8,0.5139523431539536,0.8262
9,0.4980896192073822,0.8327
10,0.45855895776748656,0.8537
