round,loss,accuracy
1,2.0387508869171143,0.3763000000000001
2,1.7993422746658325,0.3832999999999999
3,1.6107362508773804,0.4482
4,1.4606361389160156,0.5128
5,1.3412649631500244,0.5653
6,1.2521154880523682,0.5944
7,1.185555100440979,0.6125
8,1.1298426389694214,0.6293
9,1.082252025604248,0.6443
10,1.0429716110229492,0.6581
