round,loss,accuracy
1,1.6942071914672852,0.5554
2,1.1956520080566406,0.6820000000000002
3,0.9080505967140198,0.7513
4,0.7417203187942505,0.7957999999999998
5,0.6418792605400085,0.825
6,0.5825856924057007,0.8417
7,0.5357194542884827,0.8527
8,0.504065990447998,0.863
9,0.47838008403778076,0.8687
10,0.45926401019096375,0.8727
