round,loss,accuracy
1,1.436647653579712,0.7669
2,0.7729320526123047,0.837
3,0.557496190071106,0.8703
4,0.46803221106529236,0.8827
5,0.41817158460617065,0.8909
6,0.3868091404438019,0.8953
7,0.3661360442638397,0.9002
8,0.3500485420227051,0.902
9,0.33670279383659363,0.9037
10,0.32461902499198914,0.9072
