round,loss,accuracy
1,1.2466230392456055,0.7866
2,0.686488151550293,0.8538
3,0.5217685699462891,0.8734
4,0.44711410999298096,0.8871
5,0.4061216115951538,0.8933
6,0.379840224981308,0.8972
7,0.3610296845436096,0.901
8,0.34651482105255127,0.9024
9,0.3354632258415222,0.9069
10,0.3264685571193695,0.9079
