round,loss,accuracy
1,11.74147476348877,0.3653
2,2.367532762527466,0.3939
3,6.248747556304932,0.2929
4,2.452902542114258,0.3808
5,9.809533000183105,0.2137
6,5.842778759002686,0.1612
7,11.79237653503418,0.1667
8,5.333841334533691,0.1956
9,11.242314381408692,0.1673
10,7.929224975585938,0.1948
