round,clean_loss,clean_accuracy_percent,asr_percent
1,1.6519353870391846,57.29,1.097560975609756
2,1.115278538417816,74.17,1.2195121951219512
3,0.8312771325111389,81.57,1.1529933481152994
4,0.6797883631706237,84.47,1.0199556541019956
5,0.5881131616592408,85.98,1.0088691796008868
6,0.5235542159080505,87.22999999999999,0.9645232815964524
7,0.4859178612470627,87.85,0.8980044345898004
8,0.4587678542852402,88.31,0.8647450110864745
9,0.43643262450695036,88.78,0.8758314855875832
10,0.41582533955574036,89.07000000000001,0.7871396895787139
