round,logical_id,submitted_update_l2,threshold,clip_factor,clipped_update_l2,reconstructed_update_l2
1,0,2.139479164174606,,1.0,2.139479164174606,2.139479164174606
1,1,1.9203759177874384,,1.0,1.9203759177874384,1.9203759177874384
1,2,2.113816914871285,,1.0,2.113816914871285,2.113816914871285
1,3,2.064422140880596,,1.0,2.064422140880596,2.064422140880596
1,4,2.1208953935973893,,1.0,2.1208953935973893,2.1208953935973893
1,5,2.139479164174606,,1.0,2.139479164174606,2.139479164174606
1,6,2.139479164174606,,1.0,2.139479164174606,2.139479164174606
2,0,1.524555521551697,,1.0,1.524555521551697,1.524555521551697
2,1,1.715053275204148,,1.0,1.715053275204148,1.715053275204148
2,2,1.708250424113787,,1.0,1.708250424113787,1.708250424113787
2,3,1.7555825485402443,,1.0,1.7555825485402443,1.7555825485402443
2,4,1.7459955959065956,,1.0,1.7459955959065956,1.7459955959065956
2,5,1.524555521551697,,1.0,1.524555521551697,1.524555521551697
2,6,1.524555521551697,,1.0,1.524555521551697,1.524555521551697
3,0,1.2331666431126962,,1.0,1.2331666431126962,1.2331666431126962
3,1,1.4849610091551708,,1.0,1.4849610091551708,1.4849610091551708
3,2,1.4760047144282515,,1.0,1.4760047144282515,1.4760047144282515
3,3,1.5819420457517368,,1.0,1.5819420457517368,1.5819420457517368
3,4,1.4707904865229304,,1.0,1.4707904865229304,1.4707904865229304
3,5,1.2331666431126962,,1.0,1.2331666431126962,1.2331666431126962
3,6,1.2331666431126962,,1.0,1.2331666431126962,1.2331666431126962
4,0,1.1466985039745123,,1.0,1.1466985039745123,1.1466985039745123
4,1,1.3553430810072051,,1.0,1.3553430810072051,1.3553430810072051
4,2,1.3424123494351212,,1.0,1.3424123494351212,1.3424123494351212
4,3,1.4626214230626933,,1.0,1.4626214230626933,1.4626214230626933
4,4,1.2939984710870691,,1.0,1.2939984710870691,1.2939984710870691
4,5,1.1466985039745123,,1.0,1.1466985039745123,1.1466985039745123
4,6,1.1466985039745123,,1.0,1.1466985039745123,1.1466985039745123
5,0,1.0978369922399656,,1.0,1.0978369922399656,1.0978369922399656
5,1,1.2362262960039057,,1.0,1.2362262960039057,1.2362262960039057
5,2,1.2579404211026735,,1.0,1.2579404211026735,1.2579404211026735
5,3,1.3863659905821935,,1.0,1.3863659905821935,1.3863659905821935
5,4,1.1639753240528348,,1.0,1.1639753240528348,1.1639753240528348
5,5,1.0978369922399656,,1.0,1.0978369922399656,1.0978369922399656
5,6,1.0978369922399656,,1.0,1.0978369922399656,1.0978369922399656
6,0,1.0637785664434178,,1.0,1.0637785664434178,1.0637785664434178
6,1,1.136476443262449,,1.0,1.136476443262449,1.136476443262449
6,2,1.1809796041530616,,1.0,1.1809796041530616,1.1809796041530616
6,3,1.31429287332863,,1.0,1.31429287332863,1.31429287332863
6,4,1.0667574264663764,,1.0,1.0667574264663764,1.0667574264663764
6,5,1.0637785664434178,,1.0,1.0637785664434178,1.0637785664434178
6,6,1.0637785664434178,,1.0,1.0637785664434178,1.0637785664434178
7,0,1.0362015678545597,,1.0,1.0362015678545597,1.0362015678545597
7,1,1.0668867388039067,,1.0,1.0668867388039067,1.0668867388039067
7,2,1.1197530750801605,,1.0,1.1197530750801605,1.1197530750801605
7,3,1.2567610921528296,,1.0,1.2567610921528296,1.2567610921528296
7,4,0.991979678102755,,1.0,0.991979678102755,0.991979678102755
7,5,1.0362015678545597,,1.0,1.0362015678545597,1.0362015678545597
7,6,1.0362015678545597,,1.0,1.0362015678545597,1.0362015678545597
8,0,1.013205968315754,,1.0,1.013205968315754,1.013205968315754
8,1,1.0089871267735895,,1.0,1.0089871267735895,1.0089871267735895
8,2,1.0730064351318207,,1.0,1.0730064351318207,1.0730064351318207
8,3,1.216095329081519,,1.0,1.216095329081519,1.216095329081519
8,4,0.9298152308080672,,1.0,0.9298152308080672,0.9298152308080672
8,5,1.013205968315754,,1.0,1.013205968315754,1.013205968315754
8,6,1.013205968315754,,1.0,1.013205968315754,1.013205968315754
9,0,0.9945879408587116,,1.0,0.9945879408587116,0.9945879408587116
9,1,0.9393470000287644,,1.0,0.9393470000287644,0.9393470000287644
9,2,1.0353062013234933,,1.0,1.0353062013234933,1.0353062013234933
9,3,1.1830088007655908,,1.0,1.1830088007655908,1.1830088007655908
9,4,0.8728896862118863,,1.0,0.8728896862118863,0.8728896862118863
9,5,0.9945879408587116,,1.0,0.9945879408587116,0.9945879408587116
9,6,0.9945879408587116,,1.0,0.9945879408587116,0.9945879408587116
10,0,0.9776216965878813,,1.0,0.9776216965878813,0.9776216965878813
10,1,0.9167149499309044,,1.0,0.9167149499309044,0.9167149499309044
10,2,0.9963547097804645,,1.0,0.9963547097804645,0.9963547097804645
10,3,1.1435734439967313,,1.0,1.1435734439967313,1.1435734439967313
10,4,0.8433217650441907,,1.0,0.8433217650441907,0.8433217650441907
10,5,0.9776216965878813,,1.0,0.9776216965878813,0.9776216965878813
10,6,0.9776216965878813,,1.0,0.9776216965878813,0.9776216965878813
