round,loss,accuracy
1,1.7100551465988159,0.4332
2,1.223196901512146,0.653
3,0.9216461555480957,0.7508
4,0.7405179968833924,0.802
5,0.6431299985408783,0.8255
6,0.5821605640888214,0.838
7,0.5406346727371216,0.8494
8,0.5065976696252823,0.8573
9,0.4790154372215271,0.8681
10,0.4529510192155838,0.875
