round,clean_loss,clean_accuracy_percent,asr_percent
1,1.812585552406311,43.63,2.882483370288248
2,1.4926874380111694,45.21,3.492239467849224
3,1.2481327465057372,52.83,3.4811529933481156
4,1.0638318069458008,60.17,3.270509977827051
5,0.9382843703269959,66.05,2.9268292682926833
6,0.8420584551811219,70.62,2.427937915742794
7,0.7695886927604675,74.33999999999999,2.172949002217295
8,0.723439441204071,76.24,2.1840354767184036
9,0.6816511471748352,77.91,1.895787139689579
10,0.6421156285762787,79.62,1.707317073170732
