seed,clean_accuracy,poisoned_accuracy,clean_loss,poisoned_loss,accuracy_damage_pp,loss_damage
42,0.8629,0.5527,0.47875521306991575,1.4303698081970215,31.020000000000003,0.9516145951271058
43,0.8779,0.6148,0.4511468425273895,1.0779684408187866,26.31,0.6268215982913972
44,0.7903,0.346,0.615309493637085,5.432907540130615,44.43,4.81759804649353
