round,loss,accuracy
1,1.3231907581329345,0.7819
2,0.7429191012382508,0.843
3,0.5570204033374786,0.8703
4,0.4700049964427948,0.8827
5,0.4233614661216736,0.8896
6,0.39297265919446944,0.896
7,0.3713054476737976,0.8996
8,0.355611621427536,0.902
9,0.3429992547750473,0.9036
10,0.3316851038753986,0.9074
