round,loss,accuracy
1,1.2656845031738282,0.8012
2,0.6946328548431396,0.8552
3,0.5254899729251862,0.8725
4,0.4504499763250351,0.8859
5,0.40696236271858216,0.8944
6,0.37919449305534364,0.8982
7,0.36002614220380785,0.9015
8,0.34464102360010146,0.906
9,0.3332773979306221,0.9083
10,0.3234851321280003,0.91
