round,client,update_norm,sent_update_norm,scale_ratio
1,0,1.9410578515086179,1.9410578515086179,1.0
1,1,1.807197058346862,1.807197058346862,1.0
1,2,1.9676141921950479,1.9676141921950479,1.0
1,3,1.892943125410863,1.892943125410863,1.0
1,4,1.7997817479095113,1.7997817479095113,1.0
2,0,1.4642527586031624,1.4642527586031624,1.0
2,1,1.3904067297839504,1.3904067297839504,1.0
2,2,1.4697344127178813,1.4697344127178813,1.0
2,3,1.4092899618598833,1.4092899618598833,1.0
2,4,1.3813658768929082,1.3813658768929082,1.0
3,0,0.8198149277928002,0.8198149277928002,1.0
3,1,0.781185263674602,0.781185263674602,1.0
3,2,0.8178837717493244,0.8178837717493244,1.0
3,3,0.7822639825315699,0.7822639825315699,1.0
3,4,0.7705823895273397,0.7705823895273397,1.0
4,0,0.5623153421103367,0.5623153421103367,1.0
4,1,0.5396703579966974,0.5396703579966974,1.0
4,2,0.5558546704354557,0.5558546704354557,1.0
4,3,0.5360576598528799,0.5360576598528799,1.0
4,4,0.5302752247954947,0.5302752247954947,1.0
5,0,0.4316953450802731,0.4316953450802731,1.0
5,1,0.425473730236978,0.425473730236978,1.0
5,2,0.42704404131387547,0.42704404131387547,1.0
5,3,0.41132070786428043,0.41132070786428043,1.0
5,4,0.40910255800000395,0.40910255800000395,1.0
6,0,0.35455672357941803,0.35455672357941803,1.0
6,1,0.3478700479651778,0.3478700479651778,1.0
6,2,0.35868548203634837,0.35868548203634837,1.0
6,3,0.3436729498682826,0.3436729498682826,1.0
6,4,0.3368213055582079,0.3368213055582079,1.0
7,0,0.3043900732421214,0.3043900732421214,1.0
7,1,0.3045194095881264,0.3045194095881264,1.0
7,2,0.3079575008333901,0.3079575008333901,1.0
7,3,0.29844601038592483,0.29844601038592483,1.0
7,4,0.29091802715139214,0.29091802715139214,1.0
8,0,0.27359323202525027,0.27359323202525027,1.0
8,1,0.27629449691060426,0.27629449691060426,1.0
8,2,0.27365893247363565,0.27365893247363565,1.0
8,3,0.26257847586701544,0.26257847586701544,1.0
8,4,0.2574033363040198,0.2574033363040198,1.0
9,0,0.24829396853026578,0.24829396853026578,1.0
9,1,0.24956579170357956,0.24956579170357956,1.0
9,2,0.25012483546800524,0.25012483546800524,1.0
9,3,0.24366349934141007,0.24366349934141007,1.0
9,4,0.2388776080583537,0.2388776080583537,1.0
10,0,0.22962107075839278,0.22962107075839278,1.0
10,1,0.23617273085588966,0.23617273085588966,1.0
10,2,0.23465321579943008,0.23465321579943008,1.0
10,3,0.22917110464972856,0.22917110464972856,1.0
10,4,0.22296977187279168,0.22296977187279168,1.0
