round,client,update_norm,sent_update_norm,scale_ratio
1,0,2.054815454846516,2.054815454846516,1.0
1,1,1.5513456609658043,1.5513456609658043,1.0
1,2,2.4926331903516887,2.4926331903516887,1.0
1,3,2.000473774127056,2.000473774127056,1.0
1,4,1.638857251016355,1.638857251016355,1.0
2,0,1.5084406150365142,1.5084406150365142,1.0
2,1,1.2269853861094349,1.2269853861094349,1.0
2,2,1.81425969422369,1.81425969422369,1.0
2,3,1.4559071212929615,1.4559071212929615,1.0
2,4,1.1958549783817745,1.1958549783817745,1.0
3,0,0.9193536209669512,0.9193536209669512,1.0
3,1,0.7491516096835729,0.7491516096835729,1.0
3,2,1.1643884305808867,1.1643884305808867,1.0
3,3,0.8513005272177924,0.8513005272177924,1.0
3,4,0.726514780547691,0.726514780547691,1.0
4,0,0.6572767788612845,0.6572767788612845,1.0
4,1,0.514156376697329,0.514156376697329,1.0
4,2,0.8452052416851475,0.8452052416851475,1.0
4,3,0.5901331598550407,0.5901331598550407,1.0
4,4,0.5239926777355401,0.5239926777355401,1.0
5,0,0.5172999270130205,0.5172999270130205,1.0
5,1,0.430204743550489,0.430204743550489,1.0
5,2,0.6754346799612377,0.6754346799612377,1.0
5,3,0.45430957058349886,0.45430957058349886,1.0
5,4,0.43481364959971314,0.43481364959971314,1.0
6,0,0.45114557892961316,0.45114557892961316,1.0
6,1,0.37483560959054785,0.37483560959054785,1.0
6,2,0.5669308936213016,0.5669308936213016,1.0
6,3,0.40046120683781317,0.40046120683781317,1.0
6,4,0.374815768100089,0.374815768100089,1.0
7,0,0.3945196542658499,0.3945196542658499,1.0
7,1,0.328321536675149,0.328321536675149,1.0
7,2,0.5047444338948786,0.5047444338948786,1.0
7,3,0.35079016607414815,0.35079016607414815,1.0
7,4,0.3493277934579024,0.3493277934579024,1.0
8,0,0.3621423033328654,0.3621423033328654,1.0
8,1,0.33137291649013034,0.33137291649013034,1.0
8,2,0.4607708618155903,0.4607708618155903,1.0
8,3,0.3165234800337791,0.3165234800337791,1.0
8,4,0.3253616162065851,0.3253616162065851,1.0
9,0,0.34012810203233096,0.34012810203233096,1.0
9,1,0.31991920912654287,0.31991920912654287,1.0
9,2,0.4305305144740086,0.4305305144740086,1.0
9,3,0.29780175967373346,0.29780175967373346,1.0
9,4,0.32318742010827906,0.32318742010827906,1.0
10,0,0.32248930721448366,0.32248930721448366,1.0
10,1,0.3169886409786158,0.3169886409786158,1.0
10,2,0.3996216593800615,0.3996216593800615,1.0
10,3,0.2827442866299686,0.2827442866299686,1.0
10,4,0.31725095247036195,0.31725095247036195,1.0
