round,loss,accuracy
1,0.8083777549266815,0.729
2,1.2671758613586426,0.5761
3,1.9484219518661499,0.5585
4,4.780993630981445,0.3609
5,5.254547142791748,0.4625
6,6.636753872680664,0.3333
7,6.590602262115478,0.4468
8,8.783543392944337,0.2843
9,7.5144486328125,0.3321
10,6.681671020507813,0.2443
