round,loss,accuracy
1,0.8888747794151306,0.7207
2,2.7665408252716066,0.3108
3,2.7473578495025635,0.6032
4,16.840905227661132,0.0892
5,5.412432498168945,0.3866
6,13.34738605041504,0.0892
7,6.66583225479126,0.4376
8,13.360552059936524,0.091
9,6.297822406005859,0.3922
10,8.176696228027344,0.3132
