round,loss,accuracy
1,2.0592010021209717,0.5193
2,1.7863597869873047,0.6902
3,1.5572998523712158,0.7246
4,1.3802855014801025,0.7389
5,1.2466157674789429,0.75
6,1.1466519832611084,0.757
7,1.0696710348129272,0.7635
8,1.0098729133605957,0.7648
9,0.9610387086868286,0.77
10,0.9228575825691223,0.7715999999999998
