round,clean_loss,clean_accuracy_percent,asr_percent
1,1.5503744024276733,62.39,3.514412416851441
2,0.999817980003357,75.3,2.2505543237250554
3,0.7456196313858032,80.44,1.8070953436807096
4,0.6108815656661988,83.61,1.3747228381374723
5,0.5384271427869797,85.02,1.2971175166297118
6,0.48784406933784485,86.38,1.252771618625277
7,0.46145067234039305,86.85000000000001,1.197339246119734
8,0.43187900063991547,87.64,1.1086474501108647
9,0.41941392991542814,87.83999999999999,1.130820399113082
10,0.3989778166055679,88.57000000000001,0.9866962305986696
