round,clean_loss,clean_accuracy_percent,asr_percent
1,1.5710424934387206,62.419999999999995,20.47671840354767
2,1.0190753986358643,75.8,15.365853658536585
3,0.7526832653999329,81.22,16.518847006651885
4,0.6113459071159363,84.33,18.004434589800443
5,0.5366528083562851,85.81,20.776053215077606
6,0.48494780468940735,87.13,23.137472283813747
7,0.4568631879091263,87.56,26.56319290465632
8,0.42849082772731784,88.18,29.235033259423503
9,0.41599213591814044,88.47,35.011086474501106
10,0.3970904116511345,88.91,37.87139689578714
