round,client,update_norm,sent_update_norm,scale_ratio
1,0,1.9410578515086179,19.410578500906688,9.999999992694967
1,1,1.807197058346862,1.807197058346862,1.0
1,2,1.9676141921950479,1.9676141921950479,1.0
1,3,1.892943125410863,1.892943125410863,1.0
1,4,1.7997817479095113,1.7997817479095113,1.0
2,0,0.6597186073851785,6.5971860807775355,10.000000010498036
2,1,0.6579738847119077,0.6579738847119077,1.0
2,2,0.6707825464095734,0.6707825464095734,1.0
2,3,0.6197670473771139,0.6197670473771139,1.0
2,4,0.6270902870638249,0.6270902870638249,1.0
3,0,0.6230163743217956,6.230163744593299,10.000000002207555
3,1,0.5980144317964682,0.5980144317964682,1.0
3,2,0.6109998270840868,0.6109998270840868,1.0
3,3,0.6241822693940735,0.6241822693940735,1.0
3,4,0.6151215781519408,0.6151215781519408,1.0
4,0,0.9198020393101525,9.198020417145164,10.000000026140015
4,1,0.9353236279996485,0.9353236279996485,1.0
4,2,0.9250910217363973,0.9250910217363973,1.0
4,3,0.9009709456563362,0.9009709456563362,1.0
4,4,0.9389299430515015,0.9389299430515015,1.0
5,0,1.5750566955238225,15.750566971936625,10.000000010601777
5,1,1.5988142242276453,1.5988142242276453,1.0
5,2,1.6033832849391647,1.6033832849391647,1.0
5,3,1.6113670642148687,1.6113670642148687,1.0
5,4,1.5908076308920323,1.5908076308920323,1.0
6,0,2.291603168371264,22.91603163151985,9.999999977224334
6,1,2.266724203785713,2.266724203785713,1.0
6,2,2.263201628455533,2.263201628455533,1.0
6,3,2.266994942135889,2.266994942135889,1.0
6,4,2.2478501837902916,2.2478501837902916,1.0
7,0,2.1469289258044424,21.469289206664897,9.999999976068361
7,1,2.1398494777612287,2.1398494777612287,1.0
7,2,2.1836171899009265,2.1836171899009265,1.0
7,3,2.127917728358941,2.127917728358941,1.0
7,4,2.1218932005927025,2.1218932005927025,1.0
8,0,2.1379469908913817,21.379469955335665,10.000000021713284
8,1,2.07953413990316,2.07953413990316,1.0
8,2,2.1059644508382718,2.1059644508382718,1.0
8,3,2.0937289001275636,2.0937289001275636,1.0
8,4,2.1037804425949758,2.1037804425949758,1.0
9,0,2.5686149959622595,25.68614998009987,10.000000007972108
9,1,2.587731604919388,2.587731604919388,1.0
9,2,2.595929831692785,2.595929831692785,1.0
9,3,2.5907852985384463,2.5907852985384463,1.0
9,4,2.5715188389349426,2.5715188389349426,1.0
10,0,2.3490017547453945,23.49001748441112,9.999999973161865
10,1,2.3349013147930386,2.3349013147930386,1.0
10,2,2.354749134875421,2.354749134875421,1.0
10,3,2.3458923126859643,2.3458923126859643,1.0
10,4,2.322734944846362,2.322734944846362,1.0
