round,loss,accuracy
1,1.7171177263259887,0.4142
2,1.2395455949783325,0.5327
3,0.9321289373397827,0.6655
4,0.7599675427436828,0.7425
5,0.6516886562824249,0.7886
6,0.5916227591991424,0.81
7,0.536052647304535,0.8364
8,0.5162690529346466,0.8405
9,0.4882519629955292,0.8498
10,0.47056630177497866,0.8576
