round,loss,accuracy
1,0.8937315264225006,0.7092
2,1.5530302759170531,0.5868
3,2.5697542284011843,0.5301
4,7.897591813659668,0.226
5,6.855257517242432,0.3242
6,9.962116984558106,0.2075
7,8.84631865081787,0.3183
8,9.485794651794434,0.266
9,8.793328114318848,0.2944
10,7.074532135772705,0.3274
