round,loss,accuracy
1,1.242789626121521,0.7731
2,0.6894972324371338,0.8486
3,0.5235353708267212,0.8751
4,0.4487718641757965,0.8864
5,0.40554729104042053,0.8938
6,0.3782729208469391,0.8982
7,0.36075910925865173,0.9018
8,0.34606361389160156,0.9035
9,0.33555641770362854,0.9066
10,0.32561221718788147,0.9099
