alpha,scale,samples_per_client,seeds,clean_accuracy_mean,clean_accuracy_sample_std,poisoned_accuracy_mean,poisoned_accuracy_sample_std,clean_loss_mean,clean_loss_sample_std,poisoned_loss_mean,poisoned_loss_sample_std,accuracy_damage_pp_mean,accuracy_damage_pp_sample_std,loss_damage_mean,loss_damage_sample_std
0.01,10,12000,3,0.8556333333333334,0.023810991859503316,0.23303333333333334,0.03405206797440257,0.4647485098600388,0.031242368146816666,6.908000628662109,1.955904385263572,62.26,5.695998595505445,6.443252118802071,1.9595050101568514
100,10,12000,3,0.9098666666666667,0.0010066445913694327,0.34526666666666667,0.04409652291658985,0.32253595211108527,0.001674376074937308,5.907290391540528,0.6930755943209133,56.46000000000001,4.373979881069414,5.584754439429442,0.6928906545640972
