round,loss,accuracy
1,1.3529675167083741,0.7579
2,0.7602975184440612,0.8274
3,0.5611570003032684,0.8624
4,0.4715755095481873,0.8788
5,0.4237019240140915,0.8875
6,0.390723473918438,0.8959
7,0.36820756547451017,0.8989
8,0.3518078137278557,0.9003
9,0.33868705372810365,0.9043
10,0.32928507601618767,0.9065
