round,client,update_norm,sent_update_norm,scale_ratio
1,0,1.5248976634793425,1.5248976634793425,1.0
1,1,1.6776402907285721,1.6776402907285721,1.0
1,2,2.2240870263524357,2.2240870263524357,1.0
1,3,2.0317401527691454,2.0317401527691454,1.0
1,4,2.1299375417202118,2.1299375417202118,1.0
2,0,1.118166959515999,1.118166959515999,1.0
2,1,1.162105056666532,1.162105056666532,1.0
2,2,1.770391718265971,1.770391718265971,1.0
2,3,1.4400306064990036,1.4400306064990036,1.0
2,4,1.5542573242634636,1.5542573242634636,1.0
3,0,0.6431016877070734,0.6431016877070734,1.0
3,1,0.6413583687085866,0.6413583687085866,1.0
3,2,1.1405724488899949,1.1405724488899949,1.0
3,3,0.8435588558409427,0.8435588558409427,1.0
3,4,0.9432314402063353,0.9432314402063353,1.0
4,0,0.48174856730111054,0.48174856730111054,1.0
4,1,0.47276790186075107,0.47276790186075107,1.0
4,2,0.8358895772305878,0.8358895772305878,1.0
4,3,0.5889777120868684,0.5889777120868684,1.0
4,4,0.667746614325143,0.667746614325143,1.0
5,0,0.40865825524295435,0.40865825524295435,1.0
5,1,0.3704908481770492,0.3704908481770492,1.0
5,2,0.6711714586495693,0.6711714586495693,1.0
5,3,0.47001735010268414,0.47001735010268414,1.0
5,4,0.5307291856049172,0.5307291856049172,1.0
6,0,0.3498702372553773,0.3498702372553773,1.0
6,1,0.33654569610996876,0.33654569610996876,1.0
6,2,0.5769235945985471,0.5769235945985471,1.0
6,3,0.3961635138492021,0.3961635138492021,1.0
6,4,0.4404728475830724,0.4404728475830724,1.0
7,0,0.3371598154013676,0.3371598154013676,1.0
7,1,0.2977908822822543,0.2977908822822543,1.0
7,2,0.5116217944562719,0.5116217944562719,1.0
7,3,0.3645381791537488,0.3645381791537488,1.0
7,4,0.3894992042252739,0.3894992042252739,1.0
8,0,0.3262900321060375,0.3262900321060375,1.0
8,1,0.2765306932136229,0.2765306932136229,1.0
8,2,0.46423758041307833,0.46423758041307833,1.0
8,3,0.32710972799529153,0.32710972799529153,1.0
8,4,0.34523072623515694,0.34523072623515694,1.0
9,0,0.3218694422310135,0.3218694422310135,1.0
9,1,0.2680057231714962,0.2680057231714962,1.0
9,2,0.43850987930188995,0.43850987930188995,1.0
9,3,0.3140087539953591,0.3140087539953591,1.0
9,4,0.3134508680708965,0.3134508680708965,1.0
10,0,0.31415551835845185,0.31415551835845185,1.0
10,1,0.2709682573043812,0.2709682573043812,1.0
10,2,0.4020673892375995,0.4020673892375995,1.0
10,3,0.2882549935254676,0.2882549935254676,1.0
10,4,0.30079264027485475,0.30079264027485475,1.0
