round,client_i,client_j,pair_type,cosine_similarity
3,0,5,sybil_sybil,1.0
3,0,6,sybil_sybil,1.0
3,1,2,honest_honest,0.21072300642958575
3,1,3,honest_honest,0.1935582740720342
3,1,4,honest_honest,0.23628303654727434
3,1,5,sybil_honest,0.4005938897443446
3,1,6,sybil_honest,0.4005938897443446
3,2,3,honest_honest,0.40620078007936394
3,2,4,honest_honest,0.39418019795633014
3,2,5,sybil_honest,0.3548363447924803
3,2,6,sybil_honest,0.3548363447924803
3,3,4,honest_honest,0.37266391669810345
3,3,5,sybil_honest,0.10343619506947574
3,3,6,sybil_honest,0.10343619506947574
3,4,5,sybil_honest,0.18321582770008232
3,4,6,sybil_honest,0.18321582770008232
3,5,6,sybil_sybil,1.0
4,0,1,sybil_honest,0.3334825610382407
4,0,2,sybil_honest,0.33278682676918603
4,0,3,sybil_honest,0.01436344363183498
4,0,4,sybil_honest,0.0916752160076745
4,0,5,sybil_sybil,1.0
4,0,6,sybil_sybil,1.0
4,1,2,honest_honest,0.12869054102075894
4,1,3,honest_honest,0.07711651420794975
4,1,4,honest_honest,0.1826104756055061
4,1,5,sybil_honest,0.3334825610382407
4,1,6,sybil_honest,0.3334825610382407
4,2,3,honest_honest,0.35530920269195587
4,2,4,honest_honest,0.3610415185126806
4,2,5,sybil_honest,0.33278682676918603
4,2,6,sybil_honest,0.33278682676918603
4,3,4,honest_honest,0.31805864674932893
4,3,5,sybil_honest,0.01436344363183498
4,3,6,sybil_honest,0.01436344363183498
4,4,5,sybil_honest,0.0916752160076745
4,4,6,sybil_honest,0.0916752160076745
4,5,6,sybil_sybil,1.0
5,0,1,sybil_honest,0.28471774482669365
5,0,2,sybil_honest,0.3118538511904714
5,0,3,sybil_honest,-0.05031667837585008
5,0,4,sybil_honest,-0.007995409130968925
5,0,5,sybil_sybil,1.0
5,0,6,sybil_sybil,1.0
5,1,2,honest_honest,0.05009345012464979
5,1,3,honest_honest,-0.0036296569680708546
5,1,4,honest_honest,0.1125900615534736
5,1,5,sybil_honest,0.28471774482669365
5,1,6,sybil_honest,0.28471774482669365
5,2,3,honest_honest,0.30773376345146564
5,2,4,honest_honest,0.3088433079473504
5,2,5,sybil_honest,0.3118538511904714
5,2,6,sybil_honest,0.3118538511904714
5,3,4,honest_honest,0.27840785785002775
5,3,5,sybil_honest,-0.05031667837585008
5,3,6,sybil_honest,-0.05031667837585008
5,4,5,sybil_honest,-0.007995409130968925
5,4,6,sybil_honest,-0.007995409130968925
5,5,6,sybil_sybil,1.0
6,0,1,sybil_honest,0.20843761170661496
6,0,2,sybil_honest,0.27683510406005984
6,0,3,sybil_honest,-0.11685441013170866
6,0,4,sybil_honest,-0.06750092931664489
6,0,5,sybil_sybil,1.0
6,0,6,sybil_sybil,1.0
6,1,2,honest_honest,-0.032870042777590494
6,1,3,honest_honest,-0.04275673650783962
6,1,4,honest_honest,0.09794307142543952
6,1,5,sybil_honest,0.20843761170661496
6,1,6,sybil_honest,0.20843761170661496
6,2,3,honest_honest,0.2646168565165097
6,2,4,honest_honest,0.25775266276461833
6,2,5,sybil_honest,0.27683510406005984
6,2,6,sybil_honest,0.27683510406005984
6,3,4,honest_honest,0.23732527710606618
6,3,5,sybil_honest,-0.11685441013170866
6,3,6,sybil_honest,-0.11685441013170866
6,4,5,sybil_honest,-0.06750092931664489
6,4,6,sybil_honest,-0.06750092931664489
6,5,6,sybil_sybil,1.0
7,0,1,sybil_honest,0.18042100812429415
7,0,2,sybil_honest,0.23748261854203734
7,0,3,sybil_honest,-0.17255354102908899
7,0,4,sybil_honest,-0.1517262221254791
7,0,5,sybil_sybil,1.0
7,0,6,sybil_sybil,1.0
7,1,2,honest_honest,-0.08100232834828903
7,1,3,honest_honest,-0.08880636850081647
7,1,4,honest_honest,0.07024242484259308
7,1,5,sybil_honest,0.18042100812429415
7,1,6,sybil_honest,0.18042100812429415
7,2,3,honest_honest,0.20441351457477347
7,2,4,honest_honest,0.20861162265462407
7,2,5,sybil_honest,0.23748261854203734
7,2,6,sybil_honest,0.23748261854203734
7,3,4,honest_honest,0.18928379874426116
7,3,5,sybil_honest,-0.17255354102908899
7,3,6,sybil_honest,-0.17255354102908899
7,4,5,sybil_honest,-0.1517262221254791
7,4,6,sybil_honest,-0.1517262221254791
7,5,6,sybil_sybil,1.0
8,0,1,sybil_honest,0.13349110718002355
8,0,2,sybil_honest,0.1930623842119233
8,0,3,sybil_honest,-0.2112637666058912
8,0,4,sybil_honest,-0.1662410838044678
8,0,5,sybil_sybil,1.0
8,0,6,sybil_sybil,1.0
8,1,2,honest_honest,-0.14393578138919655
8,1,3,honest_honest,-0.13509548748794947
8,1,4,honest_honest,0.04834784980915246
8,1,5,sybil_honest,0.13349110718002355
8,1,6,sybil_honest,0.13349110718002355
8,2,3,honest_honest,0.17947392357091901
8,2,4,honest_honest,0.17564646473575093
8,2,5,sybil_honest,0.1930623842119233
8,2,6,sybil_honest,0.1930623842119233
8,3,4,honest_honest,0.16871916541973514
8,3,5,sybil_honest,-0.2112637666058912
8,3,6,sybil_honest,-0.2112637666058912
8,4,5,sybil_honest,-0.1662410838044678
8,4,6,sybil_honest,-0.1662410838044678
8,5,6,sybil_sybil,1.0
9,0,1,sybil_honest,0.13195593091799157
9,0,2,sybil_honest,0.14404942071525684
9,0,3,sybil_honest,-0.24177520656789958
9,0,4,sybil_honest,-0.2185516594582918
9,0,5,sybil_sybil,1.0
9,0,6,sybil_sybil,1.0
9,1,2,honest_honest,-0.19737831561848054
9,1,3,honest_honest,-0.1365816234031389
9,1,4,honest_honest,0.043218206283095945
9,1,5,sybil_honest,0.13195593091799157
9,1,6,sybil_honest,0.13195593091799157
9,2,3,honest_honest,0.13563057613139942
9,2,4,honest_honest,0.1652910097786811
9,2,5,sybil_honest,0.14404942071525684
9,2,6,sybil_honest,0.14404942071525684
9,3,4,honest_honest,0.13434453962288906
9,3,5,sybil_honest,-0.24177520656789958
9,3,6,sybil_honest,-0.24177520656789958
9,4,5,sybil_honest,-0.2185516594582918
9,4,6,sybil_honest,-0.2185516594582918
9,5,6,sybil_sybil,1.0
10,0,1,sybil_honest,0.11200523673776297
10,0,2,sybil_honest,0.13134535908596706
10,0,3,sybil_honest,-0.28849132267584854
10,0,4,sybil_honest,-0.24238541801514307
10,0,5,sybil_sybil,1.0
10,0,6,sybil_sybil,1.0
10,1,2,honest_honest,-0.18082983722866827
10,1,3,honest_honest,-0.1594329000571575
10,1,4,honest_honest,-0.020389670910340666
10,1,5,sybil_honest,0.11200523673776297
10,1,6,sybil_honest,0.11200523673776297
10,2,3,honest_honest,0.09634043705636718
10,2,4,honest_honest,0.11632845774538217
10,2,5,sybil_honest,0.13134535908596706
10,2,6,sybil_honest,0.13134535908596706
10,3,4,honest_honest,0.10347858379188091
10,3,5,sybil_honest,-0.28849132267584854
10,3,6,sybil_honest,-0.28849132267584854
10,4,5,sybil_honest,-0.24238541801514307
10,4,6,sybil_honest,-0.24238541801514307
10,5,6,sybil_sybil,1.0
