round,loss,accuracy
1,1.7100551128387451,0.4332
2,1.2231968641281128,0.653
3,0.9216461181640625,0.7508
4,0.7405180335044861,0.8020000000000002
5,0.6431300044059753,0.8255
6,0.5821605920791626,0.838
7,0.5406346917152405,0.8494
8,0.506597638130188,0.8573
9,0.47901487350463867,0.8681
10,0.4529520869255066,0.875
