round,clean_loss,clean_accuracy_percent,asr_percent
1,1.5701650857925415,62.46000000000001,20.47671840354767
2,1.012478579902649,75.71,15.831485587583149
3,0.746227498626709,81.39,17.250554323725055
4,0.6074052327156066,84.38,19.046563192904657
5,0.5341585128068924,85.88,22.982261640798228
6,0.48261435360908506,87.22999999999999,26.352549889135258
7,0.4552683227539063,87.53,31.263858093126384
8,0.4263260473370552,88.19,36.031042128603104
9,0.4160455860853195,88.5,44.32372505543237
10,0.39511548578739164,88.97,47.572062084257205
