round,clean_loss,clean_accuracy_percent,asr_percent
1,1.6403333898544312,57.21000000000001,3.048780487804878
2,1.213370657348633,62.480000000000004,2.6274944567627494
3,0.974310836315155,65.42999999999999,2.305986696230599
4,0.8198069246292115,69.96,2.0953436807095343
5,0.722140579032898,73.87,1.9401330376940134
6,0.6510871793270111,76.55,1.6851441241685146
7,0.6070414953231812,78.66,1.5742793791574279
8,0.5681040200948715,80.4,1.4079822616407982
9,0.5520444298982621,81.19,1.4745011086474502
10,0.5219811569452286,82.52000000000001,1.3082039911308205
