round,client_i,client_j,cosine_similarity,pair_type
1,0,1,0.48426280828587887,sybil_honest
1,0,2,0.23913873756120216,sybil_honest
1,0,3,0.1086021836813621,sybil_honest
1,0,4,0.2407519914446001,sybil_honest
1,0,5,0.9980409081131877,sybil_sybil
1,0,6,0.998348924359529,sybil_sybil
1,1,2,0.24857851442885773,honest_honest
1,1,3,0.40062357614223126,honest_honest
1,1,4,0.22301508033627943,honest_honest
1,1,5,0.4797519725617992,sybil_honest
1,1,6,0.48261927619852885,sybil_honest
1,2,3,0.368531030973694,honest_honest
1,2,4,0.3157404440915006,honest_honest
1,2,5,0.23713210729067236,sybil_honest
1,2,6,0.24093710743617575,sybil_honest
1,3,4,0.30372195901272636,honest_honest
1,3,5,0.1086266841803201,sybil_honest
1,3,6,0.1084269651054145,sybil_honest
1,4,5,0.24151686154807894,sybil_honest
1,4,6,0.2394679575937978,sybil_honest
1,5,6,0.9983008733746863,sybil_sybil
2,0,1,0.48086305338434815,sybil_honest
2,0,2,0.3626823177539507,sybil_honest
2,0,3,0.1502946514956503,sybil_honest
2,0,4,0.2545231062780676,sybil_honest
2,0,5,0.9995415628124645,sybil_sybil
2,0,6,0.999493952684783,sybil_sybil
2,1,2,0.31844276627467427,honest_honest
2,1,3,0.35432076100927423,honest_honest
2,1,4,0.2964105721484784,honest_honest
2,1,5,0.48428289123501467,sybil_honest
2,1,6,0.48058416878331445,sybil_honest
2,2,3,0.44469173510947474,honest_honest
2,2,4,0.41370978431138256,honest_honest
2,2,5,0.36416696500555423,sybil_honest
2,2,6,0.36420992459939683,sybil_honest
2,3,4,0.3948447053649343,honest_honest
2,3,5,0.15334616962975525,sybil_honest
2,3,6,0.15309103359589527,sybil_honest
2,4,5,0.2533277263915467,sybil_honest
2,4,6,0.2545940951130884,sybil_honest
2,5,6,0.9995614164311579,sybil_sybil
3,0,1,0.4112019132684331,sybil_honest
3,0,2,0.3575954302330522,sybil_honest
3,0,3,0.11287664815103352,sybil_honest
3,0,4,0.1869150734738549,sybil_honest
3,0,5,0.9992042257250112,sybil_sybil
3,0,6,0.9992595033984353,sybil_sybil
3,1,2,0.22133240677334146,honest_honest
3,1,3,0.21610539955074687,honest_honest
3,1,4,0.2469617397286717,honest_honest
3,1,5,0.4176382045140932,sybil_honest
3,1,6,0.41361781848170637,sybil_honest
3,2,3,0.4122465026770861,honest_honest
3,2,4,0.3961816119074758,honest_honest
3,2,5,0.3594648390433307,sybil_honest
3,2,6,0.3612660391222179,sybil_honest
