round,client_i,client_j,cosine_similarity,pair_type
3,3,4,0.37961293853160816,honest_honest
3,3,5,0.1081564058638924,sybil_honest
3,3,6,0.10566281424981673,sybil_honest
3,4,5,0.1810325559178998,sybil_honest
3,4,6,0.18522819218758418,sybil_honest
3,5,6,0.9992384962804645,sybil_sybil
4,0,1,0.34136917425861707,sybil_honest
4,0,2,0.3365323823328853,sybil_honest
4,0,3,0.031129971777359263,sybil_honest
4,0,4,0.09628817148227875,sybil_honest
4,0,5,0.9986084280973615,sybil_sybil
4,0,6,0.9974891093833262,sybil_sybil
4,1,2,0.13648491565610923,honest_honest
4,1,3,0.099110929237198,honest_honest
4,1,4,0.19071960885715306,honest_honest
4,1,5,0.35305439746476736,sybil_honest
4,1,6,0.3430813583742425,sybil_honest
4,2,3,0.36809216838278536,honest_honest
4,2,4,0.3667558468447405,honest_honest
4,2,5,0.33770665039091874,sybil_honest
4,2,6,0.3446404129392706,sybil_honest
4,3,4,0.32976270225107573,honest_honest
4,3,5,0.03807132809070391,sybil_honest
4,3,6,0.04639786764661676,sybil_honest
4,4,5,0.09059329039796529,sybil_honest
4,4,6,0.08663723862098222,sybil_honest
4,5,6,0.9987869080833837,sybil_sybil
5,0,1,0.28853446379128395,sybil_honest
5,0,2,0.3174062387074605,sybil_honest
5,0,3,-0.03666058549099045,sybil_honest
5,0,4,0.00046102761216362115,sybil_honest
5,0,5,0.9979024493080408,sybil_sybil
5,0,6,0.9985649785074736,sybil_sybil
5,1,2,0.053981502582541405,honest_honest
5,1,3,0.009919099951664363,honest_honest
5,1,4,0.11728385572800748,honest_honest
5,1,5,0.2742101389626431,sybil_honest
5,1,6,0.294489956190515,sybil_honest
5,2,3,0.32045228499009387,honest_honest
5,2,4,0.31876050989139804,honest_honest
5,2,5,0.30987514678182027,sybil_honest
5,2,6,0.32307883601704274,sybil_honest
5,3,4,0.29201635818954474,honest_honest
5,3,5,-0.011951745113977556,sybil_honest
5,3,6,-0.03681986063118204,sybil_honest
5,4,5,0.006200428945721495,sybil_honest
5,4,6,-0.004797633567940822,sybil_honest
5,5,6,0.9972236463128026,sybil_sybil
6,0,1,0.2107171533542131,sybil_honest
6,0,2,0.28534445479307335,sybil_honest
6,0,3,-0.10158065079697022,sybil_honest
6,0,4,-0.06224768502951357,sybil_honest
6,0,5,0.9978833480654618,sybil_sybil
6,0,6,0.9964497197318358,sybil_sybil
6,1,2,-0.026550285007037988,honest_honest
6,1,3,-0.029624120287423977,honest_honest
6,1,4,0.10076451051070594,honest_honest
6,1,5,0.2239786651848922,sybil_honest
6,1,6,0.22108160596863302,sybil_honest
6,2,3,0.28235026983487943,honest_honest
6,2,4,0.27126415803927706,honest_honest
6,2,5,0.2810465711585696,sybil_honest
6,2,6,0.27751128371858114,sybil_honest
6,3,4,0.2536101890171533,honest_honest
6,3,5,-0.11138545291791724,sybil_honest
6,3,6,-0.11128466477718003,sybil_honest
6,4,5,-0.06090698131166304,sybil_honest
6,4,6,-0.046798965174040336,sybil_honest
6,5,6,0.9975378943081067,sybil_sybil
7,0,1,0.17285383878655913,sybil_honest
7,0,2,0.2442514116573189,sybil_honest
7,0,3,-0.14685063093059034,sybil_honest
7,0,4,-0.1489184023296461,sybil_honest
7,0,5,0.9962807286467925,sybil_sybil
7,0,6,0.9945330168075242,sybil_sybil
7,1,2,-0.07777670365749122,honest_honest
7,1,3,-0.07168143976314768,honest_honest
7,1,4,0.07147736675812232,honest_honest
7,1,5,0.15627169688454182,sybil_honest
7,1,6,0.18602518030543228,sybil_honest
7,2,3,0.23415923596164606,honest_honest
7,2,4,0.2279972408241845,honest_honest
7,2,5,0.23943755882372234,sybil_honest
7,2,6,0.22650516464263992,sybil_honest
7,3,4,0.21334889976863008,honest_honest
7,3,5,-0.1301115635480621,sybil_honest
7,3,6,-0.12458628042294619,sybil_honest
7,4,5,-0.13373005965198276,sybil_honest
7,4,6,-0.1344541091998974,sybil_honest
7,5,6,0.9943128145272128,sybil_sybil
8,0,1,0.12959838333527077,sybil_honest
8,0,2,0.20077381885957601,sybil_honest
8,0,3,-0.1928226378199452,sybil_honest
8,0,4,-0.16376423424565767,sybil_honest
8,0,5,0.9918944238162578,sybil_sybil
8,0,6,0.9952120133569162,sybil_sybil
8,1,2,-0.13704148858844625,honest_honest
8,1,3,-0.11850534950989494,honest_honest
8,1,4,0.05140197849728164,honest_honest
8,1,5,0.10702486032806927,sybil_honest
8,1,6,0.12593186892362396,sybil_honest
8,2,3,0.20477425529559062,honest_honest
8,2,4,0.19585595367308212,honest_honest
8,2,5,0.18275798361915,sybil_honest
8,2,6,0.18804805209781128,sybil_honest
8,3,4,0.19079330492954677,honest_honest
8,3,5,-0.18400019429642217,sybil_honest
8,3,6,-0.19023010344684815,sybil_honest
8,4,5,-0.1301284768936442,sybil_honest
8,4,6,-0.15059267761209674,sybil_honest
8,5,6,0.9958468782915193,sybil_sybil
9,0,1,0.12339862713251049,sybil_honest
9,0,2,0.1461435058725155,sybil_honest
9,0,3,-0.2198137032641184,sybil_honest
9,0,4,-0.21891864481853165,sybil_honest
9,0,5,0.9945572347243826,sybil_sybil
9,0,6,0.9971404231302634,sybil_sybil
9,1,2,-0.19034758741439947,honest_honest
9,1,3,-0.11552279282593322,honest_honest
9,1,4,0.04834749092318551,honest_honest
9,1,5,0.10984751192842349,sybil_honest
9,1,6,0.11929098758962159,sybil_honest
9,2,3,0.16654981700660929,honest_honest
9,2,4,0.18784738621032065,honest_honest
9,2,5,0.1742662052199187,sybil_honest
9,2,6,0.15866955507144556,sybil_honest
9,3,4,0.16197674810834134,honest_honest
9,3,5,-0.22873192884262017,sybil_honest
9,3,6,-0.23864640946268983,sybil_honest
9,4,5,-0.24216068339542507,sybil_honest
9,4,6,-0.22722940029181937,sybil_honest
9,5,6,0.9955694498156493,sybil_sybil
10,0,1,0.09766798888987219,sybil_honest
10,0,2,0.11337554033869165,sybil_honest
10,0,3,-0.2547489741456053,sybil_honest
10,0,4,-0.23536416872092591,sybil_honest
10,0,5,0.9929581215581638,sybil_sybil
10,0,6,0.9936547583992494,sybil_sybil
10,1,2,-0.1857414748092958,honest_honest
10,1,3,-0.12868582519108865,honest_honest
10,1,4,-0.005215073668771806,honest_honest
10,1,5,0.04938747983132081,sybil_honest
10,1,6,0.07398822723735238,sybil_honest
10,2,3,0.13362337391781093,honest_honest
10,2,4,0.14088850833218175,honest_honest
10,2,5,0.10404524375778423,sybil_honest
10,2,6,0.14969868795249966,sybil_honest
10,3,4,0.1408938692031871,honest_honest
10,3,5,-0.25606653999901063,sybil_honest
10,3,6,-0.25231929527875563,sybil_honest
10,4,5,-0.2000339663870459,sybil_honest
10,4,6,-0.24114256217371144,sybil_honest
10,5,6,0.987900164745964,sybil_sybil
