round,clean_loss,clean_accuracy_percent,asr_percent
1,1.827286397743225,47.67,
2,1.3780414096832276,51.93,
3,1.0642961479187012,62.13999999999999,
4,0.8683937843322754,69.28999999999999,
5,0.7173235610961914,75.78,
6,0.6343056991100311,79.06,
7,0.5713638165950775,81.35,
8,0.5228814713954926,83.36,
9,0.49747647688388824,84.23,
10,0.475799728178978,84.97,
