round,loss,accuracy
1,1.2637807130813599,0.7884
2,0.6978589296340942,0.8481
3,0.5264967679977417,0.875
4,0.45070281624794006,0.8865
5,0.40666869282722473,0.893
6,0.3791232109069824,0.8974
7,0.3588481545448303,0.9014
8,0.34388232231140137,0.9056
9,0.3318576514720917,0.9076
10,0.3217819333076477,0.9089
