round,client_i,client_j,pair_type,cosine_similarity
5,3,6,sybil_honest,0.03860059470989713
5,4,5,sybil_honest,-0.13726179805658786
5,4,6,sybil_honest,-0.13726179805658786
5,5,6,sybil_sybil,0.9999999999999999
6,0,1,sybil_honest,-0.18950630289408302
6,0,2,sybil_honest,-0.15779731927174184
6,0,3,sybil_honest,-0.03700385550807314
6,0,4,sybil_honest,-0.1722595650887651
6,0,5,sybil_sybil,1.0
6,0,6,sybil_sybil,1.0
6,1,2,honest_honest,0.3433735419316156
6,1,3,honest_honest,0.7241894047591053
6,1,4,honest_honest,0.2149509673923397
6,1,5,sybil_honest,-0.18950630289408302
6,1,6,sybil_honest,-0.18950630289408302
6,2,3,honest_honest,0.2780575895550822
6,2,4,honest_honest,0.0643167834146435
6,2,5,sybil_honest,-0.15779731927174184
6,2,6,sybil_honest,-0.15779731927174184
6,3,4,honest_honest,-0.07506058976225878
6,3,5,sybil_honest,-0.03700385550807314
6,3,6,sybil_honest,-0.03700385550807314
6,4,5,sybil_honest,-0.1722595650887651
6,4,6,sybil_honest,-0.1722595650887651
6,5,6,sybil_sybil,1.0
7,0,1,sybil_honest,-0.23974076196464253
7,0,2,sybil_honest,-0.19492189286948342
7,0,3,sybil_honest,-0.059123687400330374
7,0,4,sybil_honest,-0.2312043534487101
7,0,5,sybil_sybil,1.0
7,0,6,sybil_sybil,1.0
7,1,2,honest_honest,0.3384960990710323
7,1,3,honest_honest,0.7152066861434528
7,1,4,honest_honest,0.14407972669702773
7,1,5,sybil_honest,-0.23974076196464253
7,1,6,sybil_honest,-0.23974076196464253
7,2,3,honest_honest,0.23848688035774185
7,2,4,honest_honest,0.026909207970627604
7,2,5,sybil_honest,-0.19492189286948342
7,2,6,sybil_honest,-0.19492189286948342
7,3,4,honest_honest,-0.1557927377940888
7,3,5,sybil_honest,-0.059123687400330374
7,3,6,sybil_honest,-0.059123687400330374
7,4,5,sybil_honest,-0.2312043534487101
7,4,6,sybil_honest,-0.2312043534487101
7,5,6,sybil_sybil,1.0
8,0,1,sybil_honest,-0.2959435126478903
8,0,2,sybil_honest,-0.23852202441864434
8,0,3,sybil_honest,-0.08867932954196184
8,0,4,sybil_honest,-0.2349804968300068
8,0,5,sybil_sybil,1.0
8,0,6,sybil_sybil,1.0
8,1,2,honest_honest,0.30088123469020966
8,1,3,honest_honest,0.7115934196362119
8,1,4,honest_honest,0.09898387194462475
8,1,5,sybil_honest,-0.2959435126478903
8,1,6,sybil_honest,-0.2959435126478903
8,2,3,honest_honest,0.19002843045690143
8,2,4,honest_honest,0.008638184529451772
8,2,5,sybil_honest,-0.23852202441864434
8,2,6,sybil_honest,-0.23852202441864434
8,3,4,honest_honest,-0.22626765080782968
8,3,5,sybil_honest,-0.08867932954196184
8,3,6,sybil_honest,-0.08867932954196184
8,4,5,sybil_honest,-0.2349804968300068
8,4,6,sybil_honest,-0.2349804968300068
8,5,6,sybil_sybil,1.0
9,0,1,sybil_honest,-0.3198672773127448
9,0,2,sybil_honest,-0.29068094284911045
9,0,3,sybil_honest,-0.15272592210648173
9,0,4,sybil_honest,-0.26291783815464426
9,0,5,sybil_sybil,1.0
9,0,6,sybil_sybil,1.0
9,1,2,honest_honest,0.28112052753341404
9,1,3,honest_honest,0.7104244823266206
9,1,4,honest_honest,0.0766170395146669
9,1,5,sybil_honest,-0.3198672773127448
9,1,6,sybil_honest,-0.3198672773127448
9,2,3,honest_honest,0.20892710897919237
9,2,4,honest_honest,-0.009173321485045276
9,2,5,sybil_honest,-0.29068094284911045
9,2,6,sybil_honest,-0.29068094284911045
9,3,4,honest_honest,-0.22498699858957005
9,3,5,sybil_honest,-0.15272592210648173
9,3,6,sybil_honest,-0.15272592210648173
9,4,5,sybil_honest,-0.26291783815464426
9,4,6,sybil_honest,-0.26291783815464426
9,5,6,sybil_sybil,1.0
10,0,1,sybil_honest,-0.390192713742731
10,0,2,sybil_honest,-0.2963587652076015
10,0,3,sybil_honest,-0.18594908791448217
10,0,4,sybil_honest,-0.2777425161512122
10,0,5,sybil_sybil,1.0
10,0,6,sybil_sybil,1.0
10,1,2,honest_honest,0.24909250838597963
10,1,3,honest_honest,0.6898263982490287
10,1,4,honest_honest,0.05489715069236541
10,1,5,sybil_honest,-0.390192713742731
10,1,6,sybil_honest,-0.390192713742731
10,2,3,honest_honest,0.18078069458309926
10,2,4,honest_honest,-0.0035079868248463833
10,2,5,sybil_honest,-0.2963587652076015
10,2,6,sybil_honest,-0.2963587652076015
10,3,4,honest_honest,-0.2523152796929256
10,3,5,sybil_honest,-0.18594908791448217
10,3,6,sybil_honest,-0.18594908791448217
10,4,5,sybil_honest,-0.2777425161512122
10,4,6,sybil_honest,-0.2777425161512122
10,5,6,sybil_sybil,1.0
