round,client_i,client_j,pair_type,cosine_similarity
1,0,1,sybil_honest,0.3340823089976099
1,0,2,sybil_honest,0.31030907588370876
1,0,3,sybil_honest,0.48840553674444087
1,0,4,sybil_honest,0.09430820661052478
1,0,5,sybil_sybil,1.0
1,0,6,sybil_sybil,1.0
1,1,2,honest_honest,0.39672491861731185
1,1,3,honest_honest,0.7133430175812419
1,1,4,honest_honest,0.2693004975118175
1,1,5,sybil_honest,0.3340823089976099
1,1,6,sybil_honest,0.3340823089976099
1,2,3,honest_honest,0.32476449960007453
1,2,4,honest_honest,0.18857978885658172
1,2,5,sybil_honest,0.31030907588370876
1,2,6,sybil_honest,0.31030907588370876
1,3,4,honest_honest,0.02744579924459463
1,3,5,sybil_honest,0.48840553674444087
1,3,6,sybil_honest,0.48840553674444087
1,4,5,sybil_honest,0.09430820661052478
1,4,6,sybil_honest,0.09430820661052478
1,5,6,sybil_sybil,1.0
2,0,1,sybil_honest,0.22312030462725949
2,0,2,sybil_honest,0.22679632482378942
2,0,3,sybil_honest,0.35935926058829704
2,0,4,sybil_honest,0.02763991137774513
2,0,5,sybil_sybil,1.0
2,0,6,sybil_sybil,1.0
2,1,2,honest_honest,0.4868732996390057
2,1,3,honest_honest,0.7630582441545224
2,1,4,honest_honest,0.3308008052632503
2,1,5,sybil_honest,0.22312030462725949
2,1,6,sybil_honest,0.22312030462725949
2,2,3,honest_honest,0.4431131990630065
2,2,4,honest_honest,0.20963003652710105
2,2,5,sybil_honest,0.22679632482378942
2,2,6,sybil_honest,0.22679632482378942
2,3,4,honest_honest,0.055358187279894486
2,3,5,sybil_honest,0.35935926058829704
2,3,6,sybil_honest,0.35935926058829704
2,4,5,sybil_honest,0.02763991137774513
2,4,6,sybil_honest,0.02763991137774513
2,5,6,sybil_sybil,1.0
3,0,1,sybil_honest,0.08698389789082693
3,0,2,sybil_honest,0.09459718702330994
3,0,3,sybil_honest,0.20366126504624005
3,0,4,sybil_honest,-0.03457583545578785
3,0,5,sybil_sybil,1.0
3,0,6,sybil_sybil,1.0
3,1,2,honest_honest,0.4542549002551093
3,1,3,honest_honest,0.7595507784681947
3,1,4,honest_honest,0.33798818123786667
3,1,5,sybil_honest,0.08698389789082693
3,1,6,sybil_honest,0.08698389789082693
3,2,3,honest_honest,0.4169003945817361
3,2,4,honest_honest,0.18136947314776902
3,2,5,sybil_honest,0.09459718702330994
3,2,6,sybil_honest,0.09459718702330994
3,3,4,honest_honest,0.058827716212869904
3,3,5,sybil_honest,0.20366126504624005
3,3,6,sybil_honest,0.20366126504624005
3,4,5,sybil_honest,-0.03457583545578785
3,4,6,sybil_honest,-0.03457583545578785
3,5,6,sybil_sybil,1.0
4,0,1,sybil_honest,-0.021962165406358626
4,0,2,sybil_honest,-0.012860356342196594
4,0,3,sybil_honest,0.10482822777201639
4,0,4,sybil_honest,-0.08951958111603758
4,0,5,sybil_sybil,1.0
4,0,6,sybil_sybil,1.0
4,1,2,honest_honest,0.41984544245591426
4,1,3,honest_honest,0.7492671255203478
4,1,4,honest_honest,0.3060767551094673
4,1,5,sybil_honest,-0.021962165406358626
4,1,6,sybil_honest,-0.021962165406358626
4,2,3,honest_honest,0.35357070220628034
4,2,4,honest_honest,0.13099158570091862
4,2,5,sybil_honest,-0.012860356342196594
4,2,6,sybil_honest,-0.012860356342196594
4,3,4,honest_honest,0.024064121119469005
4,3,5,sybil_honest,0.10482822777201639
4,3,6,sybil_honest,0.10482822777201639
4,4,5,sybil_honest,-0.08951958111603758
4,4,6,sybil_honest,-0.08951958111603758
4,5,6,sybil_sybil,1.0
5,0,1,sybil_honest,-0.10018599864796036
5,0,2,sybil_honest,-0.1040008452927506
5,0,3,sybil_honest,0.03860059470989713
5,0,4,sybil_honest,-0.13726179805658786
5,0,5,sybil_sybil,0.9999999999999999
5,0,6,sybil_sybil,0.9999999999999999
5,1,2,honest_honest,0.38400587721742896
5,1,3,honest_honest,0.7308899650794309
5,1,4,honest_honest,0.2568689658600286
5,1,5,sybil_honest,-0.10018599864796036
5,1,6,sybil_honest,-0.10018599864796036
5,2,3,honest_honest,0.31999102646420075
5,2,4,honest_honest,0.09539918268826275
5,2,5,sybil_honest,-0.1040008452927506
5,2,6,sybil_honest,-0.1040008452927506
5,3,4,honest_honest,-0.03969654368203441
5,3,5,sybil_honest,0.03860059470989713
