benchmark,method,seed,clean_accuracy_percent,attack_clean_accuracy_percent,clean_loss,attack_clean_loss,accuracy_damage_pp,loss_damage,clean_asr_percent,attack_asr_percent,paired_asr_increase_pp,defense_clean_accuracy_degradation_pp,defense_clean_loss_increase
sybil_backdoor,fedavg,42,85.32,85.46000000000001,0.5169092570781708,0.5203084228992462,-0.14000000000001478,0.003399165821075356,1.3082039911308205,97.77161862527716,96.46341463414633,0.0,0.0
sybil_backdoor,fedavg,43,84.3,84.63000000000001,0.4891964259147644,0.49175015280246737,-0.3300000000000125,0.002553726887702945,1.2638580931263859,98.72505543237251,97.46119733924613,0.0,0.0
sybil_backdoor,fedavg,44,82.69999999999999,84.38,0.5182090591669083,0.49745408301353455,-1.6800000000000068,-0.02075497615337374,0.17738359201773835,98.9911308203991,98.81374722838137,0.0,0.0
sybil_backdoor,clip_fedavg,42,79.62,80.24,0.6421156285762787,0.6357166719436645,-0.6199999999999903,-0.006398956632614139,1.707317073170732,98.58093126385809,96.87361419068736,5.699999999999989,0.12520637149810787
sybil_backdoor,clip_fedavg,43,82.43,82.82000000000001,0.5231612736701965,0.5255656363964081,-0.39000000000000057,0.002404362726211584,1.252771618625277,98.76940133037694,97.51662971175166,1.8699999999999903,0.03396484775543207
sybil_backdoor,clip_fedavg,44,80.2,83.95,0.565800130367279,0.5089223202228547,-3.75,-0.05687781014442439,0.08869179600886917,99.21286031042129,99.12416851441242,2.499999999999986,0.04759107120037076
sybil_backdoor,coordinate_median,42,54.71,54.49,1.4049875387191773,1.4003561195373535,0.21999999999999886,-0.004631419181823748,3.2261640798226168,2.2838137472283813,-0.9423503325942355,30.609999999999992,0.8880782816410064
sybil_backdoor,coordinate_median,43,66.41,65.95,1.3782304874420166,1.3721326707839965,0.45999999999999375,-0.0060978166580201165,2.6274944567627494,3.1818181818181817,0.5543237250554323,17.89,0.8890340615272522
sybil_backdoor,coordinate_median,44,68.60000000000001,68.91000000000001,1.5797250177383422,1.1461005828857422,-0.3100000000000023,-0.43362443485259994,0.0,0.6319290465631929,0.6319290465631929,14.09999999999998,1.0615159585714338
sybil_backdoor,clip_similarity_group,42,89.0,89.02,0.41979130544662474,0.4127393651485443,-0.01999999999999602,-0.007051940298080428,0.8093126385809313,47.18403547671841,46.37472283813747,-3.680000000000007,-0.09711795163154607
sybil_backdoor,clip_similarity_group,43,88.57000000000001,88.97,0.3989778166055679,0.39511548578739164,-0.3999999999999915,-0.003862330818176274,0.9866962305986696,47.572062084257205,46.58536585365854,-4.27000000000001,-0.0902186093091965
sybil_backdoor,clip_similarity_group,44,85.22999999999999,84.39999999999999,0.47069326474666595,0.4956051208972931,0.8299999999999983,0.024911856150627132,0.5543237250554324,54.88913525498892,54.33481152993349,-2.530000000000001,-0.04751579442024234
