round,loss,accuracy
1,12.585333343505859,0.3057
2,8.293363641357422,0.2036
3,8.701388505554199,0.3092
4,2.5617127986907957,0.2043
5,11.2853134475708,0.3012
6,11.193220547485351,0.19
7,6.822712922668457,0.2711
8,3.2477505893707277,0.2889
9,6.733630200958252,0.2582
10,2.7422515251159667,0.3118
