round,loss,accuracy
1,2.4452917964935303,0.3808
2,0.9289517003059388,0.6849
3,1.9906907320022582,0.4948
4,0.9086860708236695,0.7038
5,2.194464248657227,0.4906
6,1.017870426750183,0.6806
7,2.358764972496033,0.4806
8,1.0318799203872682,0.6774
9,2.117877902793884,0.5186
10,0.9290314428329468,0.6988
