round,loss,accuracy
1,1.7212330102920532,0.5167
2,1.2311582565307617,0.6486
3,0.9186862707138062,0.7456
4,0.7480839490890503,0.7923
5,0.6399914622306824,0.8273
6,0.5784496068954468,0.8444
7,0.5349836349487305,0.8551
8,0.4991527497768402,0.8639
9,0.481891006231308,0.8672
10,0.4594153165817261,0.8732
