round,clean_loss,clean_accuracy_percent,asr_percent
1,1.934592915534973,37.6,0.0
2,1.5322644525527953,52.849999999999994,0.0
3,1.2518047994613648,64.59,0.11086474501108648
4,1.1043270540237426,70.19999999999999,0.3547671840354767
5,0.9747617318153381,75.01,0.6541019955654103
6,0.8977637166976928,76.41,0.7649667405764966
7,0.8322553001403808,77.52,0.753880266075388
8,0.7689360237598419,78.56,0.9090909090909091
9,0.7240713927268982,78.75999999999999,0.9423503325942351
10,0.6825273325443267,79.42,0.9090909090909091
