round,client_i,client_j,pair_type,cosine_similarity
1,0,1,sybil_honest,0.38728250873747977
1,0,2,sybil_honest,0.3622241892806012
1,0,3,sybil_honest,0.5506127799345182
1,0,4,sybil_honest,0.11293617179189842
1,0,5,sybil_sybil,1.0
1,0,6,sybil_sybil,1.0
1,1,2,honest_honest,0.39672491861731185
1,1,3,honest_honest,0.7133430175812419
1,1,4,honest_honest,0.2693004975118175
1,1,5,sybil_honest,0.38728250873747977
1,1,6,sybil_honest,0.38728250873747977
1,2,3,honest_honest,0.32476449960007453
1,2,4,honest_honest,0.18857978885658172
1,2,5,sybil_honest,0.3622241892806012
1,2,6,sybil_honest,0.3622241892806012
1,3,4,honest_honest,0.02744579924459463
1,3,5,sybil_honest,0.5506127799345182
1,3,6,sybil_honest,0.5506127799345182
1,4,5,sybil_honest,0.11293617179189842
1,4,6,sybil_honest,0.11293617179189842
1,5,6,sybil_sybil,1.0
2,0,1,sybil_honest,0.29026646366911435
2,0,2,sybil_honest,0.2898201245671464
2,0,3,sybil_honest,0.4608693730146893
2,0,4,sybil_honest,0.033775052494917045
2,0,5,sybil_sybil,1.0
2,0,6,sybil_sybil,1.0
2,1,2,honest_honest,0.48556356477652846
2,1,3,honest_honest,0.7610797535090845
2,1,4,honest_honest,0.33692526642221154
2,1,5,sybil_honest,0.29026646366911435
2,1,6,sybil_honest,0.29026646366911435
2,2,3,honest_honest,0.4388285926737863
2,2,4,honest_honest,0.21026354625725627
2,2,5,sybil_honest,0.2898201245671464
2,2,6,sybil_honest,0.2898201245671464
2,3,4,honest_honest,0.05763713309941598
2,3,5,sybil_honest,0.4608693730146893
2,3,6,sybil_honest,0.4608693730146893
2,4,5,sybil_honest,0.033775052494917045
2,4,6,sybil_honest,0.033775052494917045
2,5,6,sybil_sybil,1.0
3,0,1,sybil_honest,0.12410491429566363
3,0,2,sybil_honest,0.13422724464975078
3,0,3,sybil_honest,0.28511532536108614
3,0,4,sybil_honest,-0.038684066635047275
3,0,5,sybil_sybil,1.0
3,0,6,sybil_sybil,1.0
3,1,2,honest_honest,0.448473204700388
3,1,3,honest_honest,0.7533232137852712
3,1,4,honest_honest,0.348902874442674
3,1,5,sybil_honest,0.12410491429566363
3,1,6,sybil_honest,0.12410491429566363
3,2,3,honest_honest,0.40578853208801224
3,2,4,honest_honest,0.18438827606594896
3,2,5,sybil_honest,0.13422724464975078
3,2,6,sybil_honest,0.13422724464975078
3,3,4,honest_honest,0.06418677976976528
3,3,5,sybil_honest,0.28511532536108614
3,3,6,sybil_honest,0.28511532536108614
3,4,5,sybil_honest,-0.038684066635047275
3,4,6,sybil_honest,-0.038684066635047275
3,5,6,sybil_sybil,1.0
4,0,1,sybil_honest,-0.003538654924186563
4,0,2,sybil_honest,-0.0013449190020639185
4,0,3,sybil_honest,0.16770021492784076
4,0,4,sybil_honest,-0.11905542340010579
4,0,5,sybil_sybil,1.0
4,0,6,sybil_sybil,1.0
4,1,2,honest_honest,0.41383398885946243
4,1,3,honest_honest,0.7425602020406352
4,1,4,honest_honest,0.31683091023469323
4,1,5,sybil_honest,-0.003538654924186563
4,1,6,sybil_honest,-0.003538654924186563
4,2,3,honest_honest,0.33967589415792077
4,2,4,honest_honest,0.13329587127068576
4,2,5,sybil_honest,-0.0013449190020639185
4,2,6,sybil_honest,-0.0013449190020639185
4,3,4,honest_honest,0.02668109109659078
4,3,5,sybil_honest,0.16770021492784076
4,3,6,sybil_honest,0.16770021492784076
4,4,5,sybil_honest,-0.11905542340010579
4,4,6,sybil_honest,-0.11905542340010579
4,5,6,sybil_sybil,1.0
5,0,1,sybil_honest,-0.10685769056800637
5,0,2,sybil_honest,-0.11366071547393486
5,0,3,sybil_honest,0.07251849494158588
5,0,4,sybil_honest,-0.16719903031784994
5,0,5,sybil_sybil,0.9999999999999998
5,0,6,sybil_sybil,0.9999999999999998
5,1,2,honest_honest,0.3773009197706578
5,1,3,honest_honest,0.7222558270484267
5,1,4,honest_honest,0.26916716278203656
5,1,5,sybil_honest,-0.10685769056800637
5,1,6,sybil_honest,-0.10685769056800637
5,2,3,honest_honest,0.3041590288141982
5,2,4,honest_honest,0.09892582673548543
5,2,5,sybil_honest,-0.11366071547393486
5,2,6,sybil_honest,-0.11366071547393486
5,3,4,honest_honest,-0.03836095978804089
5,3,5,sybil_honest,0.07251849494158588
5,3,6,sybil_honest,0.07251849494158588
5,4,5,sybil_honest,-0.16719903031784994
5,4,6,sybil_honest,-0.16719903031784994
5,5,6,sybil_sybil,0.9999999999999998
6,0,1,sybil_honest,-0.20067469133030896
6,0,2,sybil_honest,-0.1805953803302308
6,0,3,sybil_honest,-0.012886095802844014
6,0,4,sybil_honest,-0.2166588636901469
6,0,5,sybil_sybil,1.0
6,0,6,sybil_sybil,1.0
