round,clean_loss,clean_accuracy_percent,asr_percent
1,1.6672099021911622,58.720000000000006,9.467849223946786
2,1.1261267588615418,75.44,9.977827050997783
3,0.8350908991813659,82.78,12.28381374722838
4,0.6851261108398438,85.17,14.600886917960088
5,0.5987534597873688,86.15,18.03769401330377
6,0.5355010775089264,87.07000000000001,21.108647450110865
7,0.4971006757259369,87.57000000000001,24.51219512195122
8,0.4698947471857071,88.01,28.270509977827054
9,0.44714609456062315,88.4,32.88248337028825
10,0.42690932242870333,88.77000000000001,36.62971175166297
