round,logical_id,submitted_update_l2,threshold,clip_factor,clipped_update_l2,reconstructed_update_l2
1,0,2.033024540916034,2.044328544223218,1.0,2.033024540916034,2.033024540916034
1,1,2.044328544223218,2.044328544223218,1.0,2.044328544223218,2.044328544223218
1,2,2.055447494679632,2.044328544223218,0.9945904964805988,2.044328544223218,2.0443285429544145
1,3,1.9573301102001563,2.044328544223218,1.0,1.9573301102001563,1.9573301102001563
1,4,2.0481857208788448,2.044328544223218,0.9981167837387463,2.044328544223218,2.0443285406013865
2,0,1.6048514130034084,1.6033726905404908,0.999078592291513,1.6033726905404906,1.603372690764501
2,1,1.6033726905404908,1.6033726905404908,1.0,1.6033726905404908,1.6033726905404908
2,2,1.5622121014278565,1.6033726905404908,1.0,1.5622121014278565,1.5622121014278565
2,3,1.4196598286489863,1.6033726905404908,1.0,1.4196598286489863,1.4196598286489863
2,4,1.64764254192758,1.6033726905404908,0.973131398188288,1.6033726905404908,1.6033726864815927
3,0,1.284146045916181,1.1655561374048338,0.9076507622411915,1.1655561374048338,1.1655561364056461
3,1,1.1655561374048338,1.1655561374048338,1.0,1.1655561374048338,1.1655561374048338
3,2,1.116494660225976,1.1655561374048338,1.0,1.116494660225976,1.116494660225976
3,3,0.9903717372541428,1.1655561374048338,1.0,0.9903717372541428,0.9903717372541428
3,4,1.2805036341013771,1.1655561374048338,0.9102325884633585,1.1655561374048338,1.1655561373840007
4,0,1.1144732833592839,0.9016373339158461,0.8090255256708351,0.9016373339158462,0.9016373329440915
4,1,0.9016373339158461,0.9016373339158461,1.0,0.9016373339158461,0.9016373339158461
4,2,0.8850018145795278,0.9016373339158461,1.0,0.8850018145795278,0.8850018145795278
4,3,0.7645814686894227,0.9016373339158461,1.0,0.7645814686894227,0.7645814686894227
4,4,1.0443328083590726,0.9016373339158461,0.8633620687762942,0.9016373339158461,0.9016373295287738
5,0,1.0148269503678287,0.7587415892818482,0.7476561289654742,0.7587415892818481,0.7587415897521795
5,1,0.7476068652674012,0.7587415892818482,1.0,0.7476068652674012,0.7476068652674012
5,2,0.7587415892818482,0.7587415892818482,1.0,0.7587415892818482,0.7587415892818482
5,3,0.629041414646165,0.7587415892818482,1.0,0.629041414646165,0.629041414646165
5,4,0.901789828510133,0.7587415892818482,0.8413729732740299,0.7587415892818481,0.7587415883656415
6,0,0.9392211897997049,0.6733592873037765,0.7169336622903224,0.6733592873037766,0.6733592858606496
6,1,0.6485602852730131,0.6733592873037765,1.0,0.6485602852730131,0.6485602852730131
6,2,0.6733592873037765,0.6733592873037765,1.0,0.6733592873037765,0.6733592873037765
6,3,0.5472245713626254,0.6733592873037765,1.0,0.5472245713626254,0.5472245713626254
6,4,0.8180267949519862,0.6733592873037765,0.8231506491707269,0.6733592873037765,0.6733592907460879
7,0,0.8876245569745206,0.6216063121584797,0.7003031938156743,0.6216063121584797,0.6216063138321699
7,1,0.5857440082211036,0.6216063121584797,1.0,0.5857440082211036,0.5857440082211036
7,2,0.6216063121584797,0.6216063121584797,1.0,0.6216063121584797,0.6216063121584797
7,3,0.5146145663732272,0.6216063121584797,1.0,0.5146145663732272,0.5146145663732272
7,4,0.7538054222094206,0.6216063121584797,0.8246243577507544,0.6216063121584798,0.6216063151667535
8,0,0.838520533186712,0.5817958126384267,0.6938360953754714,0.5817958126384266,0.5817958107020982
8,1,0.5369893484712248,0.5817958126384267,1.0,0.5369893484712248,0.5369893484712248
8,2,0.5817958126384267,0.5817958126384267,1.0,0.5817958126384267,0.5817958126384267
8,3,0.4734804589115693,0.5817958126384267,1.0,0.4734804589115693,0.4734804589115693
8,4,0.7197048931170914,0.5817958126384267,0.8083810714675415,0.5817958126384267,0.5817958128337969
9,0,0.7909079969071406,0.5513765142005689,0.6971436834078505,0.5513765142005689,0.5513765207423955
9,1,0.4967634332609269,0.5513765142005689,1.0,0.4967634332609269,0.4967634332609269
9,2,0.5513765142005689,0.5513765142005689,1.0,0.5513765142005689,0.5513765142005689
9,3,0.42993255516840856,0.5513765142005689,1.0,0.42993255516840856,0.42993255516840856
9,4,0.6905971574396188,0.5513765142005689,0.798405420961753,0.5513765142005689,0.5513765136314427
10,0,0.7506505708813613,0.525558023557975,0.7001367133324119,0.525558023557975,0.5255580209487807
10,1,0.47875032068409695,0.525558023557975,1.0,0.47875032068409695,0.47875032068409695
10,2,0.525558023557975,0.525558023557975,1.0,0.525558023557975,0.525558023557975
10,3,0.4217428177885406,0.525558023557975,1.0,0.4217428177885406,0.4217428177885406
10,4,0.6753355878801939,0.525558023557975,0.7782175750690784,0.5255580235579751,0.5255580228428759
