round,clean_loss,clean_accuracy_percent,asr_percent
1,1.5457681219100952,62.46000000000001,
2,0.9891663763046264,75.28,
3,0.7309322324752807,80.43,
4,0.596593616104126,83.61,
5,0.5295026574373245,85.06,
6,0.48128224244117734,86.33999999999999,
7,0.4564888057947159,86.85000000000001,
8,0.42570140657424926,87.79,
9,0.41457449368238447,88.0,
10,0.39485006119012833,88.58,
