round,clean_loss,clean_accuracy_percent,asr_percent
1,1.9055340726852417,47.260000000000005,
2,1.558946733856201,52.580000000000005,
3,1.258393689918518,64.33,
4,1.075575308418274,67.71000000000001,
5,0.9015770317077637,74.89,
6,0.8236800705909729,76.78,
7,0.7547033424377442,77.9,
8,0.6855185813903809,79.55,
9,0.6492260230064392,79.9,
10,0.6169650461673737,80.72,
