round,loss,accuracy
1,1.758712649345398,0.4408
2,1.2609052658081055,0.6346
3,0.9427711367607117,0.7391
4,0.7727749943733215,0.788
5,0.669302225112915,0.8117
6,0.5914533734321594,0.84
7,0.5462390184402466,0.8507
8,0.5165249109268188,0.856
9,0.4840407073497772,0.8677
10,0.46845293045043945,0.8701
