round,loss,accuracy
1,1.3988162279129028,0.7376
2,0.7636780738830566,0.8356
3,0.5597251057624817,0.8677
4,0.4690161943435669,0.8846
5,0.41698652505874634,0.8931
6,0.387471079826355,0.8992
7,0.36698877811431885,0.9012
8,0.3502713143825531,0.9035
9,0.33677953481674194,0.9062
10,0.3250569999217987,0.908
