round,loss,accuracy
1,2.0429909229278564,0.4268
2,1.7668907642364502,0.6329
3,1.5387120246887207,0.7145
4,1.3648251295089722,0.7392
5,1.2363169193267822,0.75
6,1.1408966779708862,0.7537
7,1.068466305732727,0.7577
8,1.010124683380127,0.7616000000000002
9,0.9644258618354797,0.7619
10,0.9277159571647644,0.7661
