round,loss,accuracy
1,1.5463564647674561,0.6253
2,0.985458164024353,0.7556
3,0.7265914371490478,0.8093
4,0.5914924584388733,0.8439
5,0.5223578298330307,0.8577
6,0.4726887568950653,0.8718
7,0.44847223060131075,0.8742
8,0.4182326556563377,0.8824
9,0.4082320260286331,0.8836
10,0.38793335686922076,0.8886
