round,client,update_norm,sent_update_norm,scale_ratio
1,0,2.091309524064499,2.091309524064499,1.0
1,1,1.9203759177874384,1.9203759177874384,1.0
1,2,2.113816914871285,2.113816914871285,1.0
1,3,2.064422140880596,2.064422140880596,1.0
1,4,2.1208953935973893,2.1208953935973893,1.0
2,0,1.4863294198871995,1.4863294198871995,1.0
2,1,1.5343199122562574,1.5343199122562574,1.0
2,2,1.6083650774006302,1.6083650774006302,1.0
2,3,1.49195115571317,1.49195115571317,1.0
2,4,1.487147908489239,1.487147908489239,1.0
3,0,0.9710076075747612,0.9710076075747612,1.0
3,1,1.073107387653735,1.073107387653735,1.0
3,2,1.1142723833019572,1.1142723833019572,1.0
3,3,1.0978418590786712,1.0978418590786712,1.0
3,4,1.0185752915262969,1.0185752915262969,1.0
4,0,0.72718117880376,0.72718117880376,1.0
4,1,0.8245989375641162,0.8245989375641162,1.0
4,2,0.8253510124740769,0.8253510124740769,1.0
4,3,0.8826302533983019,0.8826302533983019,1.0
4,4,0.7789576544983462,0.7789576544983462,1.0
5,0,0.6033137724186365,0.6033137724186365,1.0
5,1,0.6652161323178692,0.6652161323178692,1.0
5,2,0.6795582397904303,0.6795582397904303,1.0
5,3,0.7636939294909516,0.7636939294909516,1.0
5,4,0.6616612374070229,0.6616612374070229,1.0
6,0,0.5417102992506236,0.5417102992506236,1.0
6,1,0.5627304920781644,0.5627304920781644,1.0
6,2,0.5825138763650617,0.5825138763650617,1.0
6,3,0.6906602149167814,0.6906602149167814,1.0
6,4,0.6004897872109455,0.6004897872109455,1.0
7,0,0.49770857436402377,0.49770857436402377,1.0
7,1,0.5001912211252247,0.5001912211252247,1.0
7,2,0.5209966557386241,0.5209966557386241,1.0
7,3,0.638747429516146,0.638747429516146,1.0
7,4,0.5587057455216938,0.5587057455216938,1.0
8,0,0.48218434815106703,0.48218434815106703,1.0
8,1,0.45543343695529453,0.45543343695529453,1.0
8,2,0.4833034785948256,0.4833034785948256,1.0
8,3,0.6049640984845188,0.6049640984845188,1.0
8,4,0.5200119908679993,0.5200119908679993,1.0
9,0,0.4584719794825259,0.4584719794825259,1.0
9,1,0.4093416814531669,0.4093416814531669,1.0
9,2,0.4606592517353591,0.4606592517353591,1.0
9,3,0.5912496565819796,0.5912496565819796,1.0
9,4,0.4975862971127101,0.4975862971127101,1.0
10,0,0.45213887094533683,0.45213887094533683,1.0
10,1,0.39153480560147513,0.39153480560147513,1.0
10,2,0.4281680234118738,0.4281680234118738,1.0
10,3,0.5582262991429393,0.5582262991429393,1.0
10,4,0.5041328950650174,0.5041328950650174,1.0
