round,loss,accuracy
1,1.2163398265838623,0.7897999999999998
2,0.675872802734375,0.8573
3,0.5159035325050354,0.8769
4,0.44282618165016174,0.8875
5,0.40231961011886597,0.894
6,0.37573572993278503,0.8993
7,0.35716763138771057,0.9026
8,0.34277021884918213,0.9047
9,0.33251380920410156,0.9077
10,0.32227250933647156,0.9094
