round,loss,accuracy
1,2.038306713104248,0.3101
2,1.803783655166626,0.3797
3,1.6127307415008545,0.4434
4,1.4664078950881958,0.4935
5,1.3533618450164795,0.5344
6,1.2620606422424316,0.5689
7,1.190134882926941,0.5965
8,1.1315655708312988,0.617
9,1.0856239795684814,0.6322
10,1.0432963371276855,0.6447
