round,loss,accuracy
1,10.945396676635742,0.4561
2,7.345427792358398,0.1776
3,4.995195499420166,0.405
4,1.5992549421310425,0.5419
5,5.845754508209229,0.2274
6,3.8219159587860108,0.3662
7,9.524533233642579,0.1365
8,4.15988990020752,0.328
9,10.523332092285155,0.1828
10,5.432907540130615,0.346
