round,clean_loss,clean_accuracy_percent,asr_percent
1,1.843049747276306,42.99,61.385809312638585
2,1.5070256872177124,45.34,72.12860310421286
3,1.2505219694137573,54.43,85.19955654101996
4,1.0623827173233031,61.68,91.10864745011087
5,0.9329507552146912,67.46,94.8669623059867
6,0.8363790036201477,72.04,96.529933481153
7,0.7637378897666931,75.28,97.50554323725056
8,0.7144963638305664,77.21000000000001,98.14855875831485
9,0.6723563103199005,78.83,98.40354767184036
10,0.6357166719436645,80.24,98.58093126385809
