round,loss,accuracy
1,6.193009139251709,0.3403
2,5.536939597320557,0.2399
3,7.037318212890625,0.3382
4,2.7370623783111574,0.3236
5,6.827122792053222,0.347
6,5.554981749725342,0.3097
7,6.557277355194092,0.3473
8,5.042424188232422,0.3044
9,5.191861006164551,0.3534
10,4.99137721862793,0.298
