round,loss,accuracy
1,2.0464677810668945,0.5388
2,1.764182686805725,0.6663
3,1.5297694206237793,0.7274000000000002
4,1.3524903059005737,0.7491
5,1.2213590145111084,0.7584
6,1.123596429824829,0.7607
7,1.0509147644042969,0.7623
8,0.9933973550796509,0.7651
9,0.9454464316368103,0.7707000000000002
10,0.9092103242874146,0.771
